conversation_id,conversation,cluster,intent,reason
66,"Customer: @126 keeps crashing on my iPhone X specifically when I try to post a story @AppleSupport
AppleSupport: @159424 Let's take a look at that.  Is Instagram updated?  If so, go ahead and delete it, and then download again from the App Store.
Customer: @AppleSupport Tried that, still buggy
AppleSupport: @159424 Can you let us know what iOS software version you are running? You can check by going to Settings &gt; General &gt; About.
Customer: @AppleSupport 11.1
AppleSupport: @159424 Okay, thanks for checking on that. There's a newer version of iOS available, so let's start by backing up your iPhone (https://t.co/4f8hwT5to6), then update to the latest software version.",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
67,AppleSupport: @665914 That's not what we like to hear. Please click here to coin us in DM and provide us with the details. https://t.co/GDrqU22YpT,4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
68,"Customer: iOS 11 Dear @AppleSupport : I have “do not disturb” activated (by schedule, not manually) so why did my phone make a sound when I got a Facebook alert after the activation time?
AppleSupport: @603702 Send us a DM and let us know if in Settings &gt; Do Not Disturb it shows to silence always, or while iPhone is locked? https://t.co/GDrqU22YpT",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
69,"AppleSupport: @144217 What kind of issues are you having with the iPhone? We'd love to help out.
Customer: @AppleSupport Unresponsive keyboard and buttons, low battery life, disappearing icons and even the time display, wifi/bluetooth always on.
AppleSupport: @144217 Thanks for clarifying. We're eager to help get these issues resolved. In order to ensure we're on the same page, please send us a DM and let us know the version number of iOS installed. This can be found under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
Customer: @AppleSupport @144217 I have a 6 Plus, everyone that I have talked to has been having the issues that he mentioned since the iOS 11 updates. My battery life is terrible now, my cursor/screen freezes &amp; jumps around while I’m typing &amp; I have to do a hard reset every couple of days.
Customer: @AppleSupport @144217 It’s to the point where I get so frustrated w/my phone that I’m seriously looking back into @122609 bcuz I’m not shelling out a small fortune for a brand new model iPhone, &amp; apparently anything older than an iPhone 7 is being pushed out by iOS 11.
AppleSupport: @144218 We expect you to have a great experience running the latest version of iOS, 11.1.2, on your iPhone 6 Plus. Send us a Direct Message, and we'll work together to investigate the behaviors you're running into, so we can offer the best solution. https://t.co/GDrqU22YpT
Customer: @144218 @AppleSupport @122609 The most recent updates have not fixed any of the issues. Wifi and bluetooth antennas turn on by themselves
AppleSupport: @144217 Hello. Follow these tips to contol your Wi-Fi and Bluetooth connections in iOS 11: https://t.co/G7BHuQnDS6 Feel free to reach out via DM if you have questions or you're experiencing something other than what you see in the article: https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
70,"Customer: finally got ordered, 12mins after; idk if completed 🤦🏾‍♂️🤷🏾‍♂️ 38mins later, I still haven’t got my conf email @115858 @AppleSupport #iPhoneX https://t.co/Txnm6JjABm
AppleSupport: @431931 Hey there, thanks for reaching out and your patience. Have you since received the email?
Customer: @AppleSupport Yes. I received it this morning. There was still a problem; I wanted in-store pick up, but it’s showing a delivery date 📦🤷🏾‍♂️ @AppleSupport
Customer: @AppleSupport I had to put a delivery address during the preapproval stage, but was told that during check out; we would be able to switch to in-store
AppleSupport: @431931 Contact our sales support team for additional assistance with this here:  https://t.co/8yjRd1Xo0i
Customer: @AppleSupport I was on hold an hour/15mins before I got to speak to a live rep 🤦🏾‍♂️😖😤",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
71,"Customer: You know what I’d like? To have cloud music on without I removing the option to select my playlists thanks @AppleSupport I don’t have WiFi at work. https://t.co/X2N8cPI4bN
AppleSupport: @603704 Happy to help. Follow the steps here to download your music for offline play: https://t.co/LzCmUlsBqe DM any questions. https://t.co/GDrqU22YpT",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
72,"AppleSupport: @732031 We'd like to look into this with you. DM us details of the issue you're experiencing and we'll continue there. https://t.co/GDrqU22YpT
Customer: @AppleSupport It’s a job for Carpe Facto— mail freezes all the fucking time— every single day. @423 might have something to do with it, as usual.",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
73,"Customer: @AppleSupport Bought new IPhone 8+ Downloaded ICloud backup from IOS 11to IOS11. Lost many apps! Kept asking for decades old Apple ID. HELP!
AppleSupport: @181041 We want to help with your apps. Reach us via DM to continue. https://t.co/GDrqU22YpT",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
74,"Customer: Dear @AppleSupport, iOS 11.1 broke my notifications. Please fix. Thanks! https://t.co/dlO4ZJxnOy
AppleSupport: @261196 Let's help. Since updating iOS, have you also updated your apps? Next, does restarting return the notifications to normal?
Customer: @AppleSupport Updated all apps I can. Restarted the phone several times.
AppleSupport: @261196 Let's take a closer look. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT
Customer: @AppleSupport Sent!
Customer: @261196 @AppleSupport Was there a solution discovered for this issue? I’ve been paddling in this same boat. https://t.co/tFIsUsG4M5
AppleSupport: @70833 If you're experiencing issues as well, we're happy to help out. To get started, let us know which iOS version you have installed. You can check under Settings &gt; General &gt; About.
Customer: @AppleSupport Updating to 11.1.2 now... hadn't noticed that was out. I'll let ya know if it resolves the issue. ty
Customer: @70833 @AppleSupport After that the recommendation was to reset all settings to factory default. Lol.
AppleSupport: @70833 Sounds great. Keep us posted on the results.
Customer: @AppleSupport The OS update appears to have resolved the notification bug! Thanks :)
AppleSupport: @70833 That's great news! You're welcome.
Customer: @AppleSupport Post 11.2 update... the bug is back (it also returned on the 11.1.2 update) https://t.co/x3iYVtKTSJ
AppleSupport: @70833 Thanks for getting back to us. We want an issue to stay gone. Let's take a look again &amp; get this issue resolved once and for all. So far, is this the only notification where this happened?
Customer: @AppleSupport Thanks. No, it’s on many types of notifications in note center. Typically in the top note above the Earlier Today section. Occasionally in the top note OF the Earlier Today section. I’ll screenshot next appearance...
AppleSupport: @70833 That would be great. Please DM us with the current country you're in so we may better assist you. https://t.co/GDrqU22YpT",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
75,"Customer: @AppleSupport what's with my Bluetooth turning on every time I turn my phone on? My wife's does it too.
AppleSupport: @388046 We'd be happy to assist with your Bluetooth today. Send us a DM to get started. https://t.co/GDrqU22YpT",14,IOS_11_WIFI_BEHAVIOR,Customers are reporting that Wi-Fi and Bluetooth automatically reconnect or turn back on after being disabled in the Control Center following the iOS 11 update.
76,"Customer: @AppleSupport So Bootcamp just crashed while partitioning and now it can't unify the two partitions https://t.co/aFMTJ62fRW
AppleSupport: @231606 You’re in the right place for help. Join us in DM using the link below, and we’ll meet you there to start working on a resolution. https://t.co/GDrqU22YpT",17,MACBOOK_GENERAL_ISSUE,"All conversations involve customers reporting unspecified technical problems or malfunctions with their Mac or MacBook devices, prompting support to request further details via DM."
77,"Customer: @AppleSupport after the recent iOS update my phone likes to shut off snd restarted throughout The day. #whydidiupdate
AppleSupport: @564964 We'd like to help with this. DM us if you're using the latest iOS 11.0.3 and we'll look into this with you. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
78,AppleSupport: @796063 We'd like to look into service options with you. Reach out via DM using the link below and let us know what country you're located in. https://t.co/GDrqU22YpT,4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
79,"Customer: @115858 @AppleSupport why would you mess up the letter i on our keyboard?! WHY?! #A?
AppleSupport: @328849 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
80,"Customer: @AppleSupport why is “I️” replaced with “?” ?!?!
AppleSupport: @667666 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/ui8Itz8ESg",11,IOS_AUTOCORRECT_BUG,"Customers are reporting a specific issue where the letter 'I' is incorrectly autocorrected or displayed, and support confirms that iOS 11.1.1 contains the fix for this autocorrect problem."
81,"Customer: @AppleSupport @302344 What happen apple? My phone keeps on Temperature Iphone need to cool down! Even its not hot! What to do?
Customer: @302343 @AppleSupport iOS 11.1 is in beta testing, I suspect iOS 11.0.3 will be needed before that.
AppleSupport: @302343 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
Customer: @302344 @302343 @AppleSupport The crackling sound didn’t go away with 11.0.2 . But hey, apple is giving us emojis.
Customer: @387021 @302343 @AppleSupport In fairness it worked for a lot of users (according to reports), it just broke everything else!
AppleSupport: @302344 We'd like to see if we can help improve performance on your device. Send us a DM letting us know what problems you're seeing. https://t.co/GDrqU22YpT
Customer: @AppleSupport You seem confused who you should be talking to ;) You need @42504 me!
AppleSupport: @302344 Thanks for clarifying. We just wanted to make sure you were both helped, if needed. We're here if you need us as well. https://t.co/GDrqU22YpT
Customer: @AppleSupport You have the patience of saints. Good luck with all the battery life problems 👍
Customer: @302344 @AppleSupport Apple Support - Just look up all the issues with iOS 7.0 and 8.0 and 9.0 and 10.0 when they were released. It’s the same list.
Customer: @302344 @AppleSupport ...BTW, I’m not being difficult. Here’s what what fixed yesterday vs the same problem last year with iOS 10. https://t.co/hUzSCCKfyn
Customer: @426462 @AppleSupport Interesting. Which exact iOS 10 update was that? I'll take a look.
Customer: @302344 @AppleSupport My phone randomly disconnects from my car’s Bluetooth. Same thing with iOS 10.0.X. Dropping frames back after it was fixed in iOS 10.3, etc.
Customer: @426462 @AppleSupport TBF limited number of problems: battery life, Bluetooth, WiFi, crashes, etc. Just rinse and (try not to) repeat.
Customer: @302344 @AppleSupport Yea. It’s nothing major for me. It’s just frustrating to see the same things pop up over and over. The dropping frames is disappointing. https://t.co/MvVNJhrhUZ",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
82,"Customer: @115858 @115858 @AppleSupport my iPhone 6 is still randomly rebooting on iOS 11.1 after extensive troubleshooting with Apple. Any ideas?
AppleSupport: @625632 We’d like to learn more about the situation. Can you confirm if you have a recent backup via DM? https://t.co/4f8hwT5to6 https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
83,"Customer: I just wanna know when my phone is gonna stop freezing every 10 minutes @AppleSupport
AppleSupport: @597749 We can certainly look into this concern with you can. We know this is not an expected behavior.  DM us the device model. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
84,"Customer: When are we gonna get a new update to get rid of this bug? @AppleSupport I still unable to use my phone without WiFi and I really need to.
AppleSupport: @356034 We'd like to look into this. Send us a DM with a few more details. https://t.co/GDrqU22YpT",14,IOS_11_WIFI_BEHAVIOR,Customers are reporting that Wi-Fi and Bluetooth automatically reconnect or turn back on after being disabled in the Control Center following the iOS 11 update.
85,"Customer: Už tři dny mi záhadně nejde v Apple music nejde vytvořit stanice a dokonce se nepřehrává žádné rádio. Že by platba? @AppleSupport
AppleSupport: @499768 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
Customer: @AppleSupport why can not I create apple music stations? the music timeline will not appear and the silence will not appear. And for at least three weeks
AppleSupport: @499768 Let's look into this together to make sure things are working correctly. To start, DM us your device model and iOS version. https://t.co/GDrqU22YpT",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
86,"Customer: @AppleSupport attempted to download BT sports app last night but couldn't log in using my Apple ID.  Was told some one would ring me within 24 hours to sort the situation. It now says the app won't be available for 13 days???
AppleSupport: @274119 With third-party apps, the best step to take is to get in contact with the developers from within the App Store for further assistance with their application.",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
87,"Customer: @AppleSupport -...and with iOS 11, it's still ignoring the email fetch not push setting
AppleSupport: @240341 We'd like to help. Have you backed up and checked for updates? This article will guide you through the process of backing up to either iCloud or iTunes: https://t.co/4f8hwTn4fE. How many email accounts do you have set up in Mail?
Customer: @AppleSupport Yes, backed up. Running 11.1.2.  I gets this way for months now.  You recommend updating iOS each time, and nothing changes. The is only one email account in Mail
AppleSupport: @240341 OK and you said it's ignoring the fetch setting. What do you have it set to and what is it doing?
Customer: @AppleSupport It's set to fetch every 15 minutes, but I get a notification as soon as mail is sent and received
AppleSupport: @240341 Ok we'd be happy to take a look in to those settings. Send us a DM to continue. https://t.co/GDrqU22YpT",10,IOS_UPDATE_PROBLEM,"All customers are reporting issues, bugs, or dissatisfaction specifically related to recent iOS software updates on their devices."
88,"Customer: Got my #iphonex. And for whatever reason, my apps will not automatically download. They halfway download then stop. Will I really need to download one by one? @applesupport?
AppleSupport: @481346 Let's start by restarting your iPhone and seeing if it's still exhibits the same behavior. https://t.co/OWRDHWSt4h 
Keep us posted.
Customer: @AppleSupport I restarted it, restored it three times. Did a new backup of my old phone to see if the first was corrupted and the same thing happened. Thinking my internet may be the problem
Customer: @AppleSupport But I did pause every app and tried to prioritize one app at a time and the same thing happened
AppleSupport: @481346 Thank you for the update. Let's see if the network connection is causing this. Can you download apps while you're connected to a different Wi-Fi network?",10,IOS_UPDATE_PROBLEM,"All customers are reporting issues, bugs, or dissatisfaction specifically related to recent iOS software updates on their devices."
89,"Customer: Why is my battery messing up @AppleSupport i cant go 2 hours without having to charge it. It’s annoying
AppleSupport: @805157 We want the best for you and your battery life. Let's help you out with this. To start, confirm for us, the model device you are using and the iOS version you have installed under Settings &gt; General &gt; About.
Customer: @AppleSupport Model: MG642LL/A Version: 11.1.2(15B202)
AppleSupport: @805157 Thank you. When you navigate to Settings &gt; Battery, do you see a message saying your iPhone battery may need to be serviced, at the top of the page? Here's our support article with more info: https://t.co/KyywFa9iZ3",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
90,"Customer: @AppleSupport I hear there is some sort of battery diag you can activate in settings
AppleSupport: @574657 Thanks for reaching out to us. Can you DM us the issue that you are having? That way we can better assist you. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
91,"AppleSupport: @216975 Let us help with your battery life. DM us which app is taking up the most battery in Settings &gt; Battery. We’ll continue there. https://t.co/GDrqU22YpT
Customer: @AppleSupport Than?
AppleSupport: @216975 Once we get a better picture of the battery usage in DM we’ll be able to pinpoint our next steps. We look forward to your DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport I have sent so many times to the support team, useless, so you guys can say there is no use of complaining, because iPhone in the worst now",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
92,"Customer: @AppleSupport is there any way to remove photos from my iPhone without deleting them from iCloud entirely?
AppleSupport: @348202 Hey there, we can help. Let's get to DM for more info. https://t.co/GDrqU22YpT",7,PHOTOS_DISAPPEARED,"Customers are reporting that their photos have vanished, are missing, or are not loading from their device's camera roll or photo library."
93,"Customer: @AppleSupport A film that I purchased several years ago, Donnie Darko, has vanished from my account/library. I contacted your support team without success. Please investigate and 1) explain why it has been removed 2) restore it to my account/account.
AppleSupport: @714873 Thank you for reaching out for support. We'd like to help out. Please let us know if the steps in this article help: https://t.co/I39AyMJNgb  We look forward to your response.",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
94,"AppleSupport: @393318 We'd love to help you with your Apple products. Tell us a little more about what's going on.
Customer: @AppleSupport iOS11 makes my phone freeze every 20 seconds
AppleSupport: @393318 Could you tell us which iPhone you're using the exact version of iOS 11 installed?
Customer: @AppleSupport 7 plus iOS 11.1
AppleSupport: @393318 Thanks. Let's look into this further via DM. Let us know which country you're located in to get started. https://t.co/GDrqU22YpT
Customer: @AppleSupport @393318 I have that same trouble.looks like in this movie.
https://t.co/Icc3pPm7Pc
AppleSupport: @393319 We will be happy to work with you to get this resolved. Please DM us to get started. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
95,AppleSupport: @551160 We want to be sure you can use your iPhone as you'd expect. We can help! Shoot us a DM and let us know what's happening. https://t.co/GDrqU22YpT,13,IPHONE_GENERAL_ISSUE,"All conversations involve customers reporting unspecified problems with their iPhones, prompting support to request general details like device model and iOS version to diagnose the issue."
96,"AppleSupport: @719143 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/G4q0hxzVXF
Customer: @AppleSupport I did the update today and still seeing the weird symbols :/
AppleSupport: @719143 We know how important it is for your keyboard to work as expected and we're happy to do everything we can to help. To continue, please DM us with the country where you're located and the device model you're using. https://t.co/GDrqU22YpT",9,IOS_11_BUG_REPORT,"Customers are reporting specific issues with iOS 11, and support agents are verifying the exact software version to determine if a recent update resolves the problem."
97,"Customer: @AppleSupport did anyone actually bother testing iOS 11 on the iPhone 6 before it was rolled out? My phone is so slow it’s getting unusable
AppleSupport: @161767 We're glad to help. Send us a DM and let us know what version of iOS 11 you're using and we'll get started. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
98,AppleSupport: @193853 We're glad you reached out. Check out this article and let us know if that resolves the issue: https://t.co/G7BHuQnDS6,19,GENERAL_ISSUE_INQUIRY,All conversations consist of Apple Support requesting more details via DM to address an unspecified issue reported by the customer.
99,"Customer: @AppleSupport I just updated my mac and Logic Pro does not work because it 'needs to update in the UK Store'. This is insane. I need to use Logic for a theatre show opening at the weekend. All of the music is in a project in Logic. I am not going back to the UK in the next 24hrs.
AppleSupport: @622667 We've responded to your DM. Look for us there.
Customer: @AppleSupport I was chatting to someone. Then she transferred my to someone else. Then we were cut off.
Customer: @AppleSupport I bought an apple laptop- it was a thousand quid. I bought apple software- it was two hundred quid. I updated my laptop, and now the software doesn't work because I am not in the UK. The work is urgent. This is a disgrace.
AppleSupport: @622667 Please continue to stand by. We have another reply coming in our DM. Thank you for your patience as we help to provide you with a solution. https://t.co/GDrqU22YpT
Customer: @AppleSupport Five hours later: I am on hold.
Customer: @AppleSupport Tech Support just told me that other than going back in time the only way to solve this is to buy Logic Pro again. This is absolutely disgraceful. I recorded the conversation.",17,MACBOOK_GENERAL_ISSUE,"All conversations involve customers reporting unspecified technical problems or malfunctions with their Mac or MacBook devices, prompting support to request further details via DM."
100,"Customer: @AppleSupport please explain why the ios11 update is draining so much battery and charges so slowly on my laptop?? #ios11 #ios11update https://t.co/qtNFAjMO0s
AppleSupport: @136855 We'd love to help. Which version of iOS 11 are you running? Do you experience the same charging issues plugged into a power outlet?
Customer: @AppleSupport I’m running 11.0.3 on my iPhone 6s. I’ve just only used the power outlet once and it was overnight. I couldn’t check it. Any ideas?
Customer: @AppleSupport Auto brightness is turned off. WLAN and Bluetooth is also turned off (even in the settings).
AppleSupport: @136855 Send us a DM and we'll take a closer look at this with you. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
101,AppleSupport: @462350 Hi there. We're here to help. Let's meet up in DM and discuss it. https://t.co/GDrqU22YpT,4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
102,AppleSupport: @489022 Hello there. Try out this work around until this issue is fixed in a future update: https://t.co/sDSg93LaFu,2,SOFTWARE_BUG_WORKAROUND,Customers are seeking temporary solutions for known software issues that are scheduled to be fixed in future updates.
103,"Customer: @AppleSupport, I completed a 3.7 mile walk workout today but didn’t get my Thanksgiving achievement. https://t.co/1CeL6XH6z6
AppleSupport: @143271 Congrats on completing the activity! We have an article that addresses Activity Badges, https://t.co/xwf6lrIgzJ

Keep in mind, if you complete an achievement, but don't earn the award.
You will earn the award within 9 days of completing the Activity Challenge.
Customer: @AppleSupport Okay, thanks. I was just a little confused since my wife got her achievement right away when she ended the workout after our shared walk.",16,APPLE_WATCH_ISSUE,"All conversations involve customers reporting specific technical problems, bugs, or malfunctions with their Apple Watch devices and seeking assistance to resolve them."
104,"Customer: @124890 Não melhorou. PIOROU!
Sai de casa com 100% de bateria e cheguei no trampo com 92%... SEM USAR!
@AppleSupport please, fiX the battery issue!
AppleSupport: @124889 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",6,REQUEST_HUMAN_SUPPORT,"Customers are explicitly asking for help, contact, or assistance from a human agent, often expressing frustration with automated responses or seeking to escalate their issue."
105,AppleSupport: @518999 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,2,SOFTWARE_BUG_WORKAROUND,Customers are seeking temporary solutions for known software issues that are scheduled to be fixed in future updates.
106,AppleSupport: @509533 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2,SOFTWARE_BUG_WORKAROUND,Customers are seeking temporary solutions for known software issues that are scheduled to be fixed in future updates.
107,"Customer: @AppleSupport After updating to IOS 11 my alarm that wakes me up every morning and has been for more than 5 years isn’t working?
AppleSupport: @184682 We'd like to look into this with you. Please click here to join us in DM: https://t.co/GDrqU22YpT",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
108,"AppleSupport: @530200 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
Customer: @AppleSupport Since updating iOS 11 I’ve been having tons of Bluetooth dropouts. Is that a known issue?
AppleSupport: @530200 We can help with the Bluetooth connection as well. First, can you tell us the exact iOS version?
Customer: @AppleSupport 11.0.2, Bluetooth worked fine before the upgrade to iOS 11
Customer: @AppleSupport Now I can’t go ten minutes without Bluetooth disconnecting and then maybe reconnecting to speakers
AppleSupport: @530200 Let's back up and update the iOS to see if you notice an improvement. If you don't, meet us in DM. https://t.co/GDrqU22YpT",14,IOS_11_WIFI_BEHAVIOR,Customers are reporting that Wi-Fi and Bluetooth automatically reconnect or turn back on after being disabled in the Control Center following the iOS 11 update.
109,"Customer: @AppleSupport Hi I just applied for a iPhone 8 plus, I got a email saying thanks for order then I got a second email saying we’re unable to complete your order that they was going to try again, but I’ve not heard anything else ? Does that mean I’ve got it ?
AppleSupport: @647079 We’d like to get you pointed in the right direction. Please tell us your country in DM. https://t.co/GDrqU22YpT",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
110,"Customer: @AppleSupport iPhone X crashing to lock screen in a loop every 10 seconds even after restore.

iPhone 7+ crashing every minute or so. Need an acknowledgement of this as a known issue.
AppleSupport: @239567 We would like to take a closer look to see how we can help. DM us and let us know what version of iOS you're using with each iPhone. https://t.co/GDrqU2kzhr
Customer: @AppleSupport iOS 11.1.2

iPhone 7+ and iPhone X.

Apple Store staff said this is a widespread issue affecting users when date rolls over to December 2 in their time zone. Causes reboot loop.
AppleSupport: @239567 DM us and let us know what country you live in. https://t.co/GDrqU2kzhr
Customer: @239567 @AppleSupport No issue here so far on my 7+! 🤞🏼
Customer: @239567 @239570 @AppleSupport And the solution is?  Was happening to my wife’s phone last night.",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
111,"Customer: @AppleSupport I have a problem with Apple Music
AppleSupport: @208341 Hi. Tell us what issue you're having with Apple Music in DM and we'll do our best to help. https://t.co/GDrqU22YpT",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
112,"AppleSupport: @669168 We can lend a hand. To turn off Wi-Fi, you can go here in your Settings app: Settings &gt; Wi-Fi &gt; Wi-Fi toggle to off
Customer: @AppleSupport If you actually read the tweet you’d see I said that was the ONLY option, unfortunately. I shouldn’t have to toggle WiFi off and on constantly to make a $1000 phone work.
AppleSupport: @669168 We'd love to have you share your feedback on that with us here:  https://t.co/eTPVYVFyd8
Customer: @AppleSupport 👍🏼",14,IOS_11_WIFI_BEHAVIOR,Customers are reporting that Wi-Fi and Bluetooth automatically reconnect or turn back on after being disabled in the Control Center following the iOS 11 update.
113,"Customer: @AppleSupport iphone’s finger print is not working at all after 11.0.2
AppleSupport: @183744 We'd like to look into this with you. Which iPhone are you using that you're experiencing this on?
Customer: @AppleSupport Iphone 5s, also i posted this on 11.0.2 relation question section on your site
AppleSupport: @183744 What happens when you try to use it? Have you tried to program another fingerprint? https://t.co/fQPvR1nRN7
Customer: @AppleSupport I tried to open using my finger after updating but it didnt open i then entered the pin to unlock tried again several times didnt work
Customer: @AppleSupport Then i went into the settings removed old finger prints tried adding new ones but thats not working as well..
AppleSupport: @183744 Do you receive an error when you try to add a new fingerprint? Please send us a DM. https://t.co/GDrqU22YpT",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
114,AppleSupport: @624018 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2,SOFTWARE_BUG_WORKAROUND,Customers are seeking temporary solutions for known software issues that are scheduled to be fixed in future updates.
115,"AppleSupport: @307430 We recommend trying the steps here: https://t.co/xU1AGHStV6
Customer: @AppleSupport that is a ridiculous work around. how about FIX IT.",19,GENERAL_ISSUE_INQUIRY,All conversations consist of Apple Support requesting more details via DM to address an unspecified issue reported by the customer.
116,"AppleSupport: @339437 This is not the experience we want you to have. Which iPhone model do you own?
Customer: @AppleSupport 6S Plus. After reconnecting it turned on at 14% and now slowly losing battery again.
AppleSupport: @339437 Thanks for those details. We’d like to look further into this with you. To start, please send us a DM. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
117,"Customer: This is going to become a sacrificial lamb for me to make a scene, given none of my #Apple products work correctly @115858 @AppleSupport https://t.co/YWSiRJNDaW
AppleSupport: @544468 It's important to us that you be able to rely on your Apple products. What's going on? We can help with most issues.",17,MACBOOK_GENERAL_ISSUE,"All conversations involve customers reporting unspecified technical problems or malfunctions with their Mac or MacBook devices, prompting support to request further details via DM."
118,"Customer: @AppleSupport u say new update is ready but all I’m getting this. #sortit https://t.co/YaE4f7TT4u
AppleSupport: @416687 Hello! Check out the last paragraph in this article for help: https://t.co/Ui1yTnOCUz Let us know what happens!",10,IOS_UPDATE_PROBLEM,"All customers are reporting issues, bugs, or dissatisfaction specifically related to recent iOS software updates on their devices."
